"","Row.names","Usuario1","Usuario2","Usuario3","Usuario4","Usuario5"
"2374","tv",2,1,0,0,2
"2375","twiter",3,3,3,6,3
"2376","two",1,0,0,2,1
"2377","ubicada",0,0,2,1,0
"2378","ucv",0,28,0,2,0
"2379","˙ltima",1,1,0,0,0
"2380","um",1,0,0,1,0
"2381","uma",2,0,0,3,3
"2382","unas",1,0,14,2,0
"2383","unbelievable",0,0,0,1,1
"2384","une",2,1,0,1,0
"2385","unete",1,1,1,2,6
"2386","˙nete",2,2,0,0,0
"2387","unico",0,0,0,6,1
"2388","unidad",0,0,2,0,1
"2389","unidos",4,0,2,1,4
"2390","unique",1,0,0,1,0
"2391","universal",0,0,1,0,1
"2392","universidad",1,1,1,1,0
"2393","universo",0,0,0,1,1
"2394","uptown",1,0,0,0,1
"2395","˘ö¯¯˘Ñ¯",0,0,0,1,1
"2396","us",1,0,12,1,1
"2397","usa",0,0,0,1,1
"2398","usar",1,0,0,0,1
"2399","use",1,0,2,2,0
"2400","uso",6,0,1,0,1
"2401","usted",2,3,0,1,1
"2402","ustedes",1,1,8,7,6
"2403","usual",0,1,0,1,0
"2404","utiliza",0,0,6,1,0
"2405","va",6,0,24,6,5
"2406","vacaciones",0,0,12,0,2
"2407","v„ctimas",0,0,6,0,1
"2408","v„deo",0,0,1,1,3
"2409","v„deos",0,0,0,3,5
"2410","vagos",0,1,0,1,0
"2411","vale",2,1,0,1,3
"2412","valioso",0,1,0,0,1
"2413","valor",0,2,6,1,0
"2414","valoramos",0,1,0,6,1
"2415","valorando",0,0,1,1,0
"2416","valores",1,0,0,1,0
"2417","vamos",4,0,9,4,1
"2418","van",1,0,0,3,6
"2419","vanesa",3,1,1,0,3
"2420","varada",0,1,0,1,0
"2421","vargas",1,1,0,0,0
"2422","varias",3,1,1,0,0
"2423","varios",2,0,0,1,0
"2424","vaso",3,0,0,0,2
"2425","vaya",2,1,0,0,0
"2426","vayalo",2,0,1,0,0
"2427","vayan",0,0,1,1,0
"2428","ve",4,28,1,2,5
"2429","vea",0,1,2,3,2
"2430","vean",0,1,0,1,0
"2431","veanlo",0,0,0,2,1
"2432","veas",0,0,0,1,2
"2433","veces",14,3,8,0,3
"2434","vemos",1,0,6,1,0
"2435","ven",0,2,1,1,2
"2436","vence",0,1,0,1,1
"2437","vende",2,1,0,0,0
"2438","venezolana",4,0,6,0,1
"2439","venezolano",5,1,6,5,4
"2440","venezolanos",1,2,0,1,3
"2441","venezuela",16,9,11,39,18
"2442","vengo",2,0,1,0,0
"2443","venta",0,1,6,2,0
"2444","veo",2,0,0,1,5
"2445","ver",16,6,5,10,15
"2446","verano",0,28,1,0,1
"2447","veras",0,1,0,1,1
"2448","verdad",5,6,3,4,3
"2449","verdadero",1,0,6,2,0
"2450","verlo",2,1,2,0,1
"2451","ves",3,0,0,1,2
"2452","vestido",0,0,12,1,0
"2453","vestuario",1,0,0,1,0
"2454","veterinarian",1,0,0,0,1
"2455","vez",9,1,3,5,4
"2456","vi",0,0,1,3,2
"2457","via",0,2,0,6,10
"2458","vÌa",2,1,0,0,0
"2459","viaje",0,0,11,0,1
"2460","victor",2,29,1,1,1
"2461","vida",13,38,65,23,17
"2462","vidas",0,0,0,1,2
"2463","video‚Üí",0,0,0,1,1
"2464","video",58,83,52,51,82
"2465","viejo",1,0,8,0,3
"2466","viene",5,0,6,3,2
"2467","viernes",0,1,7,5,1
"2468","vieron",2,0,0,1,1
"2469","vih",0,3,0,0,3
"2470","village",1,0,0,0,1
"2471","vio",2,0,16,0,1
"2472","violencia",0,2,2,2,0
"2473","visit",0,1,0,1,1
"2474","visita",0,1,17,2,0
"2475","visitantes",0,0,0,1,1
"2476","vista",0,2,0,0,1
"2477","vistas",0,0,0,1,1
"2478","vistazo",1,0,1,0,0
"2479","viste",2,0,0,1,0
"2480","visto",3,0,0,1,3
"2481","visual",0,1,0,2,0
"2482","visuales",0,1,0,1,0
"2483","viu",1,1,0,1,1
"2484","viva",0,0,7,0,2
"2485","vive",2,1,1,2,1
"2486","viven",3,1,2,1,2
"2487","vivido",0,0,1,1,0
"2488","viviendo",0,1,0,0,1
"2489","vivir",1,2,2,0,3
"2490","vivo",3,0,1,0,0
"2491","vivos",0,0,1,1,1
"2492","voc„",0,0,0,1,1
"2493","vocÍ",2,1,0,0,0
"2494","volver",1,0,2,2,0
"2495","volvio",1,1,0,0,0
"2496","vos",2,0,0,0,1
"2497","votar",0,2,0,3,0
"2498","votos",0,1,0,3,1
"2499","voz",1,1,1,2,2
"2500","vs",1,1,1,1,4
"2501","vuelta",0,28,0,1,0
"2502","vuelve",0,1,3,0,0
"2503","vzla",3,0,6,1,4
"2504","wants",4,0,0,1,0
"2505","war",1,0,0,3,1
"2506","wars",0,0,0,1,1
"2507","watch",2,1,6,5,7
"2508","watching",2,0,6,0,2
"2509","way",0,0,1,0,2
"2510","web",0,1,0,5,0
"2511","webber",1,0,0,1,1
"2512","wekend",2,0,1,1,0
"2513","welcome",1,0,6,0,1
"2514","well",3,0,0,0,3
"2515","wen",1,0,0,0,1
"2516","wey",0,0,0,1,1
"2517","wife",1,0,0,1,0
"2518","will",5,0,7,7,1
"2519","win",0,0,1,1,0
"2520","wings",1,0,0,1,0
"2521","without",3,0,0,0,1
"2522","work",0,0,0,1,3
"2523","world",3,0,1,1,2
"2524","wow",2,1,0,2,3
"2525","wrong",1,1,0,0,1
"2526","wtf",2,0,0,2,3
"2527","xfinity",1,0,0,1,1
"2528","xi",0,1,7,0,0
"2529","yas",0,0,0,1,1
"2530","yeah",1,0,0,0,2
"2531","yeahdude",0,1,0,1,1
"2532","year",3,1,0,3,1
"2533","yoga",0,1,1,0,0
"2534","york",3,1,0,1,0
"2535","young",9,0,0,2,2
"2536","youtube",2,3,0,9,5
"2537","zambrano",0,1,0,1,0
"2538","zapatos",1,1,0,0,0
"2539","zidane",1,0,0,1,0
"2540","zombie",1,0,0,0,1
"2541","zona",2,1,0,8,1
